time,E,C,T,img
7.102777777777778,0,0,0,070610.xml
7.111111111111111,0,1,0,070640.xml
7.1194444444444445,0,0,0,070710.xml
7.128611111111111,0,0,0,070743.xml
7.1369444444444445,0,0,0,070813.xml
7.145277777777778,0,0,0,070843.xml
7.153888888888889,0,0,0,070914.xml
7.162222222222223,0,0,0,070944.xml
7.170555555555556,0,0,0,071014.xml
7.179444444444445,0,0,0,071046.xml
7.187777777777778,0,0,0,071116.xml
7.195833333333334,0,0,0,071145.xml
7.196388888888889,0,0,0,071147.xml
7.204722222222222,0,0,0,071217.xml
7.213611111111112,0,0,0,071249.xml
7.2219444444444445,0,0,0,071319.xml
7.230277777777778,0,0,0,071349.xml
7.239444444444445,0,0,0,071422.xml
7.247777777777777,0,0,0,071452.xml
7.256111111111111,0,0,0,071522.xml
7.306666666666667,0,1,0,071824.xml
7.375277777777777,0,0,0,072231.xml
7.383611111111112,0,0,0,072301.xml
7.391944444444444,0,0,0,072331.xml
7.401111111111112,0,1,0,072404.xml
7.4094444444444445,0,0,0,072434.xml
7.417777777777778,0,0,0,072504.xml
7.426388888888889,0,0,0,072535.xml
7.434722222222223,0,0,0,072605.xml
7.4430555555555555,0,0,0,072635.xml
7.452222222222223,0,0,0,072708.xml
7.4686111111111115,0,0,0,072807.xml
7.4775,0,0,0,072839.xml
7.485833333333334,0,0,0,072909.xml
7.494166666666667,0,0,0,072939.xml
7.5616666666666665,0,0,0,073342.xml
7.662222222222223,0,1,0,073944.xml
7.670833333333333,0,1,0,074015.xml
7.679444444444445,0,1,0,074046.xml
7.687777777777778,0,1,0,074116.xml
7.696111111111112,0,1,0,074146.xml
7.705,0,1,0,074218.xml
7.713333333333334,0,1,0,074248.xml
7.721666666666667,0,0,0,074318.xml
7.730555555555556,0,1,0,074350.xml
7.738888888888889,0,1,0,074420.xml
7.747222222222223,0,1,0,074450.xml
7.756111111111111,0,1,0,074522.xml
7.764444444444444,0,1,0,074552.xml
7.772777777777778,0,1,0,074622.xml
7.780277777777778,0,1,0,074649.xml
7.788888888888889,0,1,0,074720.xml
7.7972222222222225,0,1,0,074750.xml
7.805833333333333,0,1,0,074821.xml
7.814166666666667,0,1,0,074851.xml
7.8225,0,1,0,074921.xml
7.831388888888888,0,1,0,074953.xml
7.839722222222222,0,1,0,075023.xml
7.848333333333333,0,1,0,075054.xml
7.857222222222222,0,1,0,075126.xml
7.865555555555555,0,1,0,075156.xml
7.87388888888889,0,0,0,075226.xml
7.8822222222222225,0,1,0,075256.xml
7.890833333333333,0,1,0,075327.xml
7.899166666666666,0,1,0,075357.xml
7.908333333333334,0,1,0,075430.xml
7.916666666666667,0,1,0,075500.xml
7.925000000000001,0,1,0,075530.xml
7.933611111111111,0,1,0,075601.xml
7.941944444444444,0,1,0,075631.xml
7.950277777777778,0,1,0,075701.xml
7.9591666666666665,0,1,0,075733.xml
7.9675,0,1,0,075803.xml
7.975833333333333,0,0,0,075833.xml
7.985,0,1,0,075906.xml
7.993333333333333,0,1,0,075936.xml
8.001944444444444,0,1,0,080007.xml
8.010555555555555,0,0,0,080038.xml
8.01888888888889,0,1,0,080108.xml
8.027222222222223,0,0,0,080138.xml
8.036111111111111,0,0,0,080210.xml
8.044444444444444,0,1,0,080240.xml
8.053055555555556,0,0,0,080311.xml
8.061944444444444,0,0,0,080343.xml
8.070277777777777,0,0,0,080413.xml
8.07861111111111,0,1,0,080443.xml
8.087777777777779,0,1,0,080516.xml
8.096111111111112,0,0,0,080546.xml
8.104444444444445,0,0,0,080616.xml
8.113055555555555,0,0,0,080647.xml
8.12138888888889,0,1,0,080717.xml
8.129722222222222,0,1,0,080747.xml
8.13888888888889,0,0,0,080820.xml
8.147222222222222,0,0,0,080850.xml
8.155555555555557,0,1,0,080920.xml
8.164444444444445,0,0,0,080952.xml
8.172777777777776,0,0,0,081022.xml
8.181388888888888,0,1,0,081053.xml
8.19,0,0,0,081124.xml
8.198611111111111,0,0,0,081155.xml
8.206944444444444,0,1,0,081225.xml
8.215833333333332,0,0,0,081257.xml
8.224166666666667,0,0,0,081327.xml
8.2325,0,0,0,081357.xml
8.241388888888888,0,1,0,081429.xml
8.249722222222221,0,0,0,081459.xml
8.258055555555556,0,0,0,081529.xml
8.266666666666667,0,1,0,081600.xml
8.275277777777779,0,1,0,081631.xml
8.28361111111111,0,0,0,081701.xml
8.2925,0,0,0,081733.xml
8.300833333333333,0,0,0,081803.xml
8.309166666666668,0,0,0,081833.xml
8.313333333333334,0,0,0,081848.xml
8.321388888888889,0,0,0,081917.xml
8.329722222222221,0,0,0,081947.xml
8.33888888888889,0,0,0,082020.xml
8.347222222222223,0,0,0,082050.xml
8.355555555555556,0,1,0,082120.xml
8.364166666666666,0,0,0,082151.xml
8.3725,0,0,0,082221.xml
8.374444444444444,0,1,0,082228.xml
8.382777777777779,0,0,0,082258.xml
8.391388888888889,0,0,0,082329.xml
8.4,0,0,0,082400.xml
8.408333333333333,0,0,0,082430.xml
8.416666666666666,0,0,0,082500.xml
8.425555555555555,0,0,0,082532.xml
8.43388888888889,0,0,0,082602.xml
8.442222222222222,0,0,0,082632.xml
8.450833333333332,0,0,0,082703.xml
8.459166666666667,0,0,0,082733.xml
8.4675,0,0,0,082803.xml
8.476666666666667,0,0,0,082836.xml
8.485,0,0,0,082906.xml
8.493333333333332,0,0,0,082936.xml
8.502222222222223,0,1,0,083008.xml
8.510555555555555,0,0,0,083038.xml
8.51888888888889,0,0,0,083108.xml
8.527500000000002,0,0,0,083139.xml
8.535833333333333,0,0,0,083209.xml
8.544166666666667,0,0,0,083239.xml
8.553333333333335,0,0,1,083312.xml
8.561666666666667,0,0,1,083342.xml
